fecha,distrito,NO2,PM10,PM2.5,O3,SO2,CO,ICA,calidad,recomendacion
2022-08-09,Arganzuela,33.44,20.72,11.5,90.7,3.35,0.4,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-08-10,Arganzuela,32.08,28.59,15.96,85.93,6.57,0.46,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-08-11,Arganzuela,33.39,20.49,12.42,103.39,3.63,0.42,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-08-12,Arganzuela,31.83,22.9,12.56,94.94,3.29,0.4,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-08-13,Arganzuela,23.62,18.23,11.06,86.78,5.03,0.31,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-08-14,Arganzuela,19.8,19.46,12.2,86.4,3.65,0.29,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-08-15,Arganzuela,32.02,23.92,14.83,68.81,2.37,0.44,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-08-16,Arganzuela,35.96,22.87,14.07,84.46,4.48,0.38,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-08-17,Arganzuela,34.18,16.36,10.64,78.49,3.72,0.49,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-08-18,Arganzuela,34.62,20.66,13.25,133.28,3.47,0.42,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-08-19,Arganzuela,34.05,23.25,14.68,139.58,4.88,0.4,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-08-20,Arganzuela,27.18,16.08,9.56,86.5,3.14,0.38,1,Buena,Calidad del aire satisfactoria
2022-08-21,Arganzuela,17.01,15.39,8.59,122.96,4.27,0.37,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-08-22,Arganzuela,29.27,22.01,13.71,110.63,3.21,0.48,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-08-23,Arganzuela,38.29,22.47,13.62,113.78,5.38,0.44,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-08-24,Arganzuela,30.35,21.41,11.87,105.88,4.29,0.46,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-08-25,Arganzuela,28.0,19.46,12.14,112.17,3.92,0.48,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-08-26,Arganzuela,38.98,26.01,14.34,91.85,2.59,0.44,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-08-27,Arganzuela,27.47,12.39,8.13,102.21,3.12,0.33,1,Buena,Calidad del aire satisfactoria
2022-08-28,Arganzuela,25.65,12.51,7.31,92.69,3.17,0.33,1,Buena,Calidad del aire satisfactoria
2022-08-29,Arganzuela,35.41,16.36,9.83,75.93,3.44,0.48,1,Buena,Calidad del aire satisfactoria
2022-08-30,Arganzuela,40.09,22.97,14.87,70.12,5.75,0.42,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-08-31,Arganzuela,37.65,13.76,7.45,90.97,4.29,0.42,1,Buena,Calidad del aire satisfactoria
2022-09-01,Arganzuela,41.57,29.19,16.76,48.24,4.48,0.45,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-09-02,Arganzuela,46.33,26.27,15.49,44.74,6.21,0.49,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-09-03,Arganzuela,38.26,22.41,13.93,70.12,4.18,0.34,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-09-04,Arganzuela,29.94,15.17,9.09,57.84,6.24,0.44,1,Buena,Calidad del aire satisfactoria
2022-09-05,Arganzuela,37.18,22.93,13.33,57.46,4.93,0.46,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-09-06,Arganzuela,34.22,29.37,17.43,59.51,3.43,0.54,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-09-07,Arganzuela,47.59,28.98,16.79,35.9,3.83,0.49,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-09-08,Arganzuela,43.55,26.94,15.44,56.28,3.35,0.48,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-09-09,Arganzuela,45.74,29.43,18.3,52.04,5.23,0.44,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-09-10,Arganzuela,38.25,16.72,10.29,65.85,3.97,0.42,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-09-11,Arganzuela,26.86,19.35,12.21,79.27,4.92,0.36,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-09-12,Arganzuela,40.01,30.96,16.78,46.22,5.2,0.48,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-09-13,Arganzuela,30.5,26.86,17.37,49.39,3.39,0.42,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-09-14,Arganzuela,40.08,25.75,13.96,45.87,3.08,0.48,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-09-15,Arganzuela,44.85,36.71,23.87,46.16,4.38,0.51,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-09-16,Arganzuela,37.43,30.89,20.29,54.75,5.08,0.48,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-09-17,Arganzuela,36.05,24.16,13.86,52.88,3.03,0.43,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-09-18,Arganzuela,28.02,15.18,8.57,65.79,7.1,0.29,1,Buena,Calidad del aire satisfactoria
2022-09-19,Arganzuela,48.57,31.79,20.39,51.6,8.1,0.49,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-09-20,Arganzuela,34.48,20.75,11.66,48.15,3.79,0.45,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-09-21,Arganzuela,38.8,19.73,12.34,69.8,2.43,0.49,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-09-22,Arganzuela,38.49,26.55,15.75,64.51,2.15,0.56,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-09-23,Arganzuela,43.62,28.05,15.8,67.25,5.03,0.46,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-09-24,Arganzuela,34.75,20.74,12.84,57.23,2.92,0.36,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-09-25,Arganzuela,32.83,20.62,12.1,48.09,4.21,0.35,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-09-26,Arganzuela,43.89,20.85,11.84,48.05,3.97,0.44,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-09-27,Arganzuela,35.14,25.05,15.75,62.78,3.69,0.56,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-09-28,Arganzuela,38.1,24.36,14.59,62.19,4.28,0.5,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-09-29,Arganzuela,48.94,25.43,14.4,32.08,3.58,0.54,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-09-30,Arganzuela,33.99,22.74,13.91,62.51,5.39,0.5,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-10-01,Arganzuela,36.52,18.06,11.2,56.24,3.02,0.41,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-10-02,Arganzuela,26.62,17.61,11.54,80.18,3.57,0.3,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-10-03,Arganzuela,30.8,23.8,13.2,61.97,3.45,0.6,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-10-04,Arganzuela,36.38,22.95,14.97,56.92,5.02,0.45,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-10-05,Arganzuela,40.41,21.04,12.05,56.44,2.62,0.53,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-10-06,Arganzuela,44.4,30.23,17.3,55.61,3.66,0.55,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-10-07,Arganzuela,41.11,25.97,16.51,42.63,4.23,0.51,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-10-08,Arganzuela,33.36,23.47,13.22,71.26,3.95,0.33,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-10-09,Arganzuela,26.23,15.78,9.03,50.01,3.71,0.38,1,Buena,Calidad del aire satisfactoria
2022-10-10,Arganzuela,39.08,25.83,14.58,66.16,4.62,0.49,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-10-11,Arganzuela,42.38,21.26,12.58,71.25,3.7,0.52,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-10-12,Arganzuela,38.83,27.23,16.15,69.38,3.26,0.53,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-10-13,Arganzuela,40.28,23.48,14.04,53.3,5.22,0.47,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-10-14,Arganzuela,48.73,25.7,16.6,75.0,3.46,0.47,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-10-15,Arganzuela,49.94,21.8,12.65,59.71,3.34,0.43,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-10-16,Arganzuela,21.03,17.76,11.11,62.74,2.41,0.39,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-10-17,Arganzuela,42.13,25.73,15.21,53.25,5.39,0.46,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-10-18,Arganzuela,41.41,25.2,16.2,71.4,3.82,0.5,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-10-19,Arganzuela,40.83,25.79,14.66,50.5,4.15,0.49,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-10-20,Arganzuela,37.77,32.45,20.25,58.36,3.92,0.58,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-10-21,Arganzuela,49.04,25.97,15.54,60.96,6.66,0.52,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-10-22,Arganzuela,28.73,21.45,13.12,62.95,6.27,0.38,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-10-23,Arganzuela,30.91,16.35,10.77,50.27,5.21,0.31,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-10-24,Arganzuela,36.07,28.9,17.78,51.54,3.21,0.46,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-10-25,Arganzuela,45.24,22.96,13.34,41.31,4.21,0.47,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-10-26,Arganzuela,38.68,28.92,18.79,69.57,4.6,0.43,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-10-27,Arganzuela,37.21,31.01,18.02,49.8,3.86,0.65,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-10-28,Arganzuela,42.74,27.52,17.89,42.16,3.17,0.56,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-10-29,Arganzuela,35.03,17.1,11.22,66.17,5.07,0.4,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-10-30,Arganzuela,24.02,16.41,9.27,78.35,3.92,0.38,1,Buena,Calidad del aire satisfactoria
2022-10-31,Arganzuela,35.17,20.58,12.87,44.41,5.12,0.42,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-11-01,Arganzuela,43.0,29.17,17.08,52.46,3.02,0.46,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-11-02,Arganzuela,36.28,22.82,15.06,48.05,3.03,0.57,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-11-03,Arganzuela,41.64,26.19,14.92,56.0,5.26,0.54,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-11-04,Arganzuela,50.1,24.28,14.66,66.63,4.83,0.48,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-11-05,Arganzuela,29.8,22.6,14.08,62.83,3.6,0.32,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-11-06,Arganzuela,32.53,19.36,10.76,81.97,3.71,0.3,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-11-07,Arganzuela,33.83,27.35,17.4,60.45,5.97,0.42,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-11-08,Arganzuela,46.93,23.07,14.32,58.24,4.5,0.52,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-11-09,Arganzuela,51.02,30.76,16.81,58.29,2.97,0.42,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-11-10,Arganzuela,40.14,25.42,14.09,66.6,4.33,0.44,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-11-11,Arganzuela,48.28,23.3,13.23,84.93,4.97,0.45,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-11-12,Arganzuela,33.75,27.83,17.74,61.6,3.04,0.35,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-11-13,Arganzuela,27.46,13.76,7.88,61.86,4.27,0.3,1,Buena,Calidad del aire satisfactoria
2022-11-14,Arganzuela,32.21,22.6,14.37,81.81,3.15,0.48,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-11-15,Arganzuela,35.75,26.32,17.29,51.53,7.53,0.49,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-11-16,Arganzuela,44.47,25.35,14.25,41.23,4.49,0.44,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-11-17,Arganzuela,46.22,34.64,18.76,56.98,4.94,0.46,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-11-18,Arganzuela,41.83,29.13,15.88,58.9,4.14,0.54,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-11-19,Arganzuela,32.81,17.99,10.07,75.25,6.25,0.4,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-11-20,Arganzuela,26.43,18.0,11.26,47.85,5.46,0.31,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-11-21,Arganzuela,41.51,30.41,19.4,61.99,4.05,0.43,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-11-22,Arganzuela,35.12,27.29,15.17,59.19,4.18,0.48,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-11-23,Arganzuela,40.81,21.44,11.88,57.81,3.92,0.53,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-11-24,Arganzuela,40.24,27.22,17.35,55.79,4.72,0.52,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-11-25,Arganzuela,35.51,26.14,14.69,62.49,5.05,0.44,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-11-26,Arganzuela,31.42,15.69,9.92,50.83,5.79,0.4,1,Buena,Calidad del aire satisfactoria
2022-11-27,Arganzuela,27.53,18.34,10.02,62.83,4.72,0.33,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-11-28,Arganzuela,34.42,25.27,14.21,57.21,5.13,0.46,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-11-29,Arganzuela,34.4,23.62,13.25,66.9,7.23,0.46,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-11-30,Arganzuela,45.79,27.37,17.87,53.34,4.74,0.49,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-12-01,Arganzuela,60.91,29.74,17.56,40.2,5.18,0.52,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-12-02,Arganzuela,55.91,33.04,19.62,32.39,2.42,0.51,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-12-03,Arganzuela,43.07,27.92,18.4,43.63,6.28,0.46,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-12-04,Arganzuela,41.39,24.2,13.78,38.24,4.64,0.36,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-12-05,Arganzuela,40.32,35.71,22.24,45.53,6.56,0.62,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-12-06,Arganzuela,60.96,36.86,24.01,30.38,4.7,0.58,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-12-07,Arganzuela,50.3,29.94,18.89,31.02,3.66,0.54,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-12-08,Arganzuela,54.32,41.36,24.73,36.16,5.35,0.51,3,Mala,Sensibles al aire pueden experimentar síntomas
2022-12-09,Arganzuela,61.34,35.21,22.7,43.07,4.28,0.63,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-12-10,Arganzuela,39.29,24.88,13.7,29.34,4.6,0.44,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-12-11,Arganzuela,34.7,20.04,11.77,34.46,5.99,0.37,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-12-12,Arganzuela,59.54,34.52,21.18,40.64,3.86,0.63,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-12-13,Arganzuela,49.78,41.86,23.45,30.97,4.16,0.6,3,Mala,Sensibles al aire pueden experimentar síntomas
2022-12-14,Arganzuela,51.55,26.28,16.23,46.61,5.4,0.69,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-12-15,Arganzuela,38.44,30.39,17.49,51.98,5.63,0.57,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-12-16,Arganzuela,54.59,32.81,19.1,47.64,4.47,0.68,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-12-17,Arganzuela,59.41,28.7,17.64,28.19,4.17,0.44,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-12-18,Arganzuela,33.88,21.19,13.56,53.71,6.19,0.4,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-12-19,Arganzuela,64.22,44.84,26.74,47.43,5.66,0.57,3,Mala,Sensibles al aire pueden experimentar síntomas
2022-12-20,Arganzuela,77.7,39.22,21.65,45.23,3.91,0.54,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-12-21,Arganzuela,58.77,43.84,27.39,33.85,4.82,0.6,3,Mala,Sensibles al aire pueden experimentar síntomas
2022-12-22,Arganzuela,58.68,30.14,18.64,46.36,6.9,0.58,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-12-23,Arganzuela,65.63,36.45,22.52,29.87,4.88,0.61,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-12-24,Arganzuela,40.48,24.85,15.15,43.11,2.8,0.53,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-12-25,Arganzuela,30.85,24.96,13.7,58.56,5.16,0.39,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-12-26,Arganzuela,59.08,35.52,21.38,30.83,7.16,0.57,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-12-27,Arganzuela,47.76,26.95,16.14,37.42,4.34,0.67,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-12-28,Arganzuela,63.81,30.6,18.9,46.98,5.66,0.5,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-12-29,Arganzuela,68.8,33.3,21.75,65.36,4.0,0.54,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-12-30,Arganzuela,47.26,36.72,24.02,44.2,4.56,0.54,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-12-31,Arganzuela,48.22,25.68,14.95,45.19,5.32,0.46,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-01-01,Retiro,44.12,22.14,13.83,44.04,4.46,0.49,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-01-02,Retiro,34.03,23.09,13.79,42.11,4.42,0.36,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-01-03,Retiro,53.2,28.6,17.09,42.34,3.55,0.46,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-01-04,Retiro,53.11,36.88,21.83,36.21,3.1,0.6,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-01-05,Retiro,46.19,37.47,24.18,32.02,5.22,0.52,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-01-06,Retiro,54.56,35.88,23.31,37.69,4.55,0.52,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-01-07,Retiro,42.83,30.89,16.7,48.44,4.06,0.54,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-01-08,Retiro,43.7,25.0,15.71,42.71,4.66,0.52,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-01-09,Retiro,29.15,19.24,11.07,44.76,4.99,0.36,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-01-10,Retiro,46.36,28.48,17.26,48.24,5.53,0.58,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-01-11,Retiro,49.16,28.56,15.93,45.95,6.32,0.48,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-01-12,Retiro,48.56,43.76,28.5,54.67,6.82,0.61,3,Mala,Sensibles al aire pueden experimentar síntomas
2022-01-13,Retiro,58.63,27.31,16.37,42.25,3.58,0.52,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-01-14,Retiro,48.26,34.88,19.32,36.23,2.93,0.53,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-01-15,Retiro,35.82,37.73,20.57,42.33,3.57,0.47,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-01-16,Retiro,43.47,25.26,14.66,31.98,5.92,0.37,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-01-17,Retiro,48.91,26.92,14.78,56.52,4.83,0.5,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-01-18,Retiro,58.9,31.61,17.41,33.75,6.97,0.52,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-01-19,Retiro,60.1,25.54,16.02,34.75,3.18,0.57,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-01-20,Retiro,56.86,28.08,16.81,39.93,7.81,0.55,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-01-21,Retiro,58.77,34.8,20.84,43.24,5.61,0.51,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-01-22,Retiro,44.58,23.89,13.64,41.86,4.06,0.42,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-01-23,Retiro,46.34,24.35,13.38,47.05,3.35,0.36,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-01-24,Retiro,61.95,27.97,15.22,30.61,4.76,0.5,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-01-25,Retiro,48.57,35.59,20.83,33.83,3.87,0.53,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-01-26,Retiro,44.32,32.98,21.42,37.15,3.8,0.51,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-01-27,Retiro,46.34,28.83,16.77,45.9,4.17,0.57,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-01-28,Retiro,60.33,33.43,19.78,30.77,2.8,0.51,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-01-29,Retiro,48.5,24.8,13.64,27.42,4.75,0.42,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-01-30,Retiro,39.0,20.67,12.31,41.17,3.95,0.38,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-01-31,Retiro,57.28,36.91,23.68,38.63,3.96,0.61,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-02-01,Retiro,43.13,24.11,14.59,39.46,7.66,0.49,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-02-02,Retiro,44.64,35.27,22.06,38.89,5.58,0.49,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-02-03,Retiro,48.13,39.69,24.75,30.04,4.99,0.51,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-02-04,Retiro,51.22,38.54,23.43,35.09,4.66,0.52,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-02-05,Retiro,47.83,25.84,15.67,49.98,3.3,0.35,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-02-06,Retiro,41.78,16.68,10.19,35.66,5.89,0.4,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-02-07,Retiro,57.19,30.92,19.81,41.04,3.8,0.49,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-02-08,Retiro,39.3,28.14,17.77,43.08,5.03,0.57,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-02-09,Retiro,54.4,32.58,19.97,34.4,5.62,0.58,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-02-10,Retiro,65.14,29.16,19.14,39.08,5.16,0.51,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-02-11,Retiro,50.44,35.5,20.84,54.61,3.19,0.69,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-02-12,Retiro,47.26,32.36,21.0,32.12,4.05,0.53,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-02-13,Retiro,34.14,22.78,14.35,47.65,6.32,0.36,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-02-14,Retiro,53.05,43.05,26.6,44.44,5.44,0.47,3,Mala,Sensibles al aire pueden experimentar síntomas
2022-02-15,Retiro,44.51,30.51,16.63,74.2,2.46,0.63,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-02-16,Retiro,57.46,32.21,19.87,40.76,3.95,0.48,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-02-17,Retiro,56.4,27.25,15.64,46.48,4.19,0.5,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-02-18,Retiro,61.05,33.25,19.41,37.66,4.25,0.5,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-02-19,Retiro,50.86,34.15,20.41,50.87,7.14,0.42,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-02-20,Retiro,37.41,20.31,11.87,55.81,3.78,0.35,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-02-21,Retiro,50.23,31.86,18.66,48.98,7.36,0.48,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-02-22,Retiro,51.03,29.6,16.71,34.0,5.73,0.51,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-02-23,Retiro,48.3,24.68,14.37,54.41,9.22,0.53,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-02-24,Retiro,40.74,27.04,16.35,37.06,7.36,0.48,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-02-25,Retiro,39.98,29.84,18.51,44.47,6.5,0.47,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-02-26,Retiro,34.9,23.39,14.08,51.62,4.76,0.43,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-02-27,Retiro,37.24,25.55,16.08,38.49,5.56,0.32,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-02-28,Retiro,47.11,34.08,22.25,50.11,4.27,0.52,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-03-01,Retiro,36.04,22.55,12.7,69.77,3.89,0.45,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-03-02,Retiro,46.41,19.57,12.78,56.81,3.92,0.44,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-03-03,Retiro,36.05,24.01,13.75,65.68,5.7,0.48,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-03-04,Retiro,44.44,25.57,14.43,61.01,2.79,0.44,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-03-05,Retiro,32.52,23.32,13.58,71.65,3.59,0.38,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-03-06,Retiro,28.2,20.06,11.56,100.5,5.55,0.35,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-03-07,Retiro,32.26,28.22,15.64,78.27,5.93,0.49,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-03-08,Retiro,49.41,28.58,16.98,50.71,4.26,0.46,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-03-09,Retiro,44.82,28.39,15.96,75.18,2.87,0.39,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-03-10,Retiro,36.76,28.65,18.89,70.8,5.9,0.36,2,Moderada,Calidad del aire aceptable para la mayoría de personas
2022-03-11,Retiro,43.03,25.67,14.26,72.44,4.55,0.42,2,Moderada,Calidad del aire aceptable para la mayoría de personas
